Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value	Value
CHEMBL1909383	GW784307A	None	494.99	0	2.56	GW784307A	COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1.Cl	Inhibition	'='	7.86	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				7.86
CHEMBL7939	CGP-53353	None	365.34	0	4.34	CGP-53353	O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21	Residual Activity	'='	92	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				92
CHEMBL3797887	(S)-9s	None	300.75	0	2.2	EUB0000341	C[C@@H](c1cccc(C#N)c1)n1cc(Cl)cc(C(N)=O)c1=N	% Control	'='	88	%			Not Active	UO_0000187					0	CHEMBL4879664	KinomeScan assay: inhibition of DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None	Amino acid Start/Stop: V555/E855 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507301	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1000.0 nM			88
CHEMBL2152944	Skepinone-L	None	425.43	0	3.77	EUB0000717	O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21	% Residual activity with Skepinone-L	'='	102	%			Not Active	UO_0000187					0	CHEMBL4883884	DDR2 ProQinase selectivity panel	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507316	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1.0 uM			102
CHEMBL4788894		None	278.31	0	3.13	J46-28	Cc1cccc(C(=O)/C=C2\Nc3ccccc3NC2=O)c1	Inhibition			%			Active	UO_0000187					0	CHEMBL4771358	Inhibition of human DDR2 at 10 uM using KKSRGDYMTMQIG as substrate after 40 mins by [gamma-33P]-ATP assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4765361	1	Scientific Literature	Eur J Med Chem	2020	None	Dose = 10.0 microM | TIME = 0.6667 hr	INHIBITOR		
CHEMBL126077	INDIRUBIN-3-MONOXIME	None	277.28	0	4.42	Indirubin_oxime	O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12	Residual Activity	'='	87	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				87
CHEMBL76589		None	236.23	0	1.56	Tyrphostin AG-112	N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1	Residual Activity	'='	116	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				116
CHEMBL479533	HERBIMYCIN	None	574.67	1	2.71	Herbimycin_A	CO[C@H]1[C@@H](OC)C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)/C(C)=C/C=C/[C@H](OC)[C@@H](OC(N)=O)/C(C)=C/[C@@H]1C)C2=O	Residual Activity	'='	98	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				98
CHEMBL2218934		None	257.27	0	1.95	PI3_Kg_Inhibitor	O=C1NC(=O)/C(=C\c2ccc3nccnc3c2)S1	Residual Activity	'='	109	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				109
CHEMBL126077	INDIRUBIN-3-MONOXIME	None	277.28	0	4.42	Indirubin_oxime	O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12	Residual Activity	'='	94	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				94
CHEMBL413188	ISOGRANULATIMIDE	None	276.26	0	1.85	Isogranulatimide	O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1cncc21	Residual Activity	'='	85	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				85
CHEMBL367625		None	385.9	0	3.93	CGP-74514A	CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21	Residual Activity	'='	93	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				93
CHEMBL306498	ALOISINE	None	281.36	0	3.98	Aloisine	CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12	Residual Activity	'='	71	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				71
CHEMBL155333		None	501.05	1	4.68	KN_93	COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1	Residual Activity	'='	97	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				97
CHEMBL288064		None	395.23	0	4.03	GSK_3b_Inhibitor_II	Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1	Residual Activity	'='	86	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				86
CHEMBL1802727		None	365.39	0	1.94	Indirubin_E804	O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO	Residual Activity	'='	76	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				76
CHEMBL4557538		None	372.86	0	3.51	3c; SKLB0533	Cc1cc(C)c(CNc2nc(Cl)nc3c2ncn3C2CCCC2)c(=O)[nH]1	Activity	'='	97	%				UO_0000187					0	CHEMBL4314816	Inhibition of recombinant human DDR2 S642A mutant (467 to end residues) assessed as residual activity at 10 uM using KKSRGDYMTMQIG as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None			UNDEFINED MUTATION	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4311992	1	Scientific Literature	Eur J Med Chem	2019	None				97
CHEMBL3774885		None	401.47	0	3.03	39	Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCOCC5)cc34)cc2)cn1	Activity	'='	3	%				UO_0000187					0	CHEMBL3778364	Inhibition of N-terminal His6-tagged recombinant human DDR2 expressed in baculovirus infected insect Sf9 cells assessed as remaining activity at 1 uM relative to control	B	BAO_0000219	cell-based format	Homo sapiens	None	None	Sf9	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3774357	1	Scientific Literature	Bioorg Med Chem Lett	2016	CHEMBL3308860				3
CHEMBL531804	GW301888X	None	395.47	0	4.3	GW301888X	CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1	Inhibition	'='	3.16	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				3.16
CHEMBL187985		None	299.34	0	1.68	SB-744941	CCn1c(-c2nonc2N)nc2c(N3CCCC3)nccc21	Inhibition	'='	1.39	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.39
CHEMBL3261120		None	338.48	0	4.86	6	CSc1ccc(-c2nc3cnccn3c2NC2CCCCC2)cc1	Kd	'>'	1000	nM				UO_0000065					0	CHEMBL3265733	Binding affinity to human acrylodan-labeled N-terminal His-tagged DDR2 (558 to 855 aa) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1
CHEMBL1738943		None	490.63	1	5.73	2a	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2nc(CCOCc3ccncc3)cs2)cc1	IC50	'='	19	nM	7.72			UO_0000065	15.74	0.3	1.99	8.22	0	CHEMBL3265735	Inhibition of wild type DDR2 (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.019
CHEMBL328710		None	264.33	0	3.25	SU4312	CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1	Residual Activity	'='	99	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				99
CHEMBL2403816		None	492.59	1	6.08	4b	CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc(N)c2)n1	IC50	'='	3	nM	8.52			UO_0000065	17.3	0.31	2.44	6.94	0	CHEMBL3265735	Inhibition of wild type DDR2 (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.003
CHEMBL1940503		None	533.65	2	5.66	2e	CC(C)(C)c1cc(NC(=O)Nc2nc(CCOCc3ccccc3)cs2)n(-c2cccc(CC(=O)O)c2)n1	IC50	'='	1670	nM	5.78			UO_0000065	10.83	0.21	0.12	4.88	0	CHEMBL3265736	Inhibition of DDR2 T654M mutant (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	T654M	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1.67
CHEMBL344800		None	528.66	2	5.26	3a	CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2cccc(N)c2)n1	IC50	'='	72	nM	7.14			UO_0000065	13.51	0.25	1.88	6.7	0	CHEMBL3265736	Inhibition of DDR2 T654M mutant (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	T654M	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.072
CHEMBL91730		None	365.8	1	5.1	p38_Inhibitor	Oc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc(Cl)cc1	Residual Activity	'='	36	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				36
CHEMBL4064534		None	491.6	0	4.91	YKL-04-085	Cc1ccc(-n2c(=O)ccc3ccc4ccc(-c5cnn(C)c5)cc4c32)cc1NC(=O)/C=C/CN(C)C	IC50	'>'	10000	nM				UO_0000065					0	CHEMBL4043030	Inhibition of GST-tagged human DDR2 cytoplasmic domain (427 to 855 residues) expressed in baculovirus expression system by LanthaScreen assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4041550	1	Scientific Literature	ACS Med Chem Lett	2017	None				10000
CHEMBL2218940		None	335.35	0	4.23	SL327	N#C/C(=C(\N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F	Residual Activity	'='	91	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				91
CHEMBL21156		None	309.34	0	3.99	JAK_Inhibitor_I	CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1	Residual Activity	'='	110	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				110
CHEMBL65063		None	211.23	0	1.4	PP3	Nc1ncnc2c1cnn2-c1ccccc1	Residual Activity	'='	103	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				103
CHEMBL13485	SU-11652	None	414.94	0	3.85	SU11652	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C	Residual Activity	'='	44	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				44
CHEMBL3426225		None	576.63	1	4.16	1j	CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21	IC50	'='	128	nM	6.89			UO_0000065	11.95	0.22	2.73	6.55	0	CHEMBL3429879	Inhibition of human DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3425429	1	Scientific Literature	J Med Chem	2015	None				0.128
CHEMBL77456	TYRPHOSTIN 1	None	184.2	0	2.13	Tyrphostin_A1	COc1ccc(C=C(C#N)C#N)cc1	Residual Activity	'='	111	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				111
CHEMBL406375		None	234.26	0	3.98	GTP_14564	c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1	Residual Activity	'='	111	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				111
CHEMBL35820		None	388.26	0	4.93	56	CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC	Residual Activity	'='	93	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				93
CHEMBL1363184		None	306.37	0	2.87	LY-303511	O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12	Residual Activity	'='	109	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				109
CHEMBL498947		None	383.88	1	5.05	1a	CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(N)c2)n1	Kd	'='	15	nM	7.82			UO_0000065	20.38	0.4	2.77	9.21	0	CHEMBL3265734	Binding affinity to human DDR2 by Ambit assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				15
CHEMBL1940505		None	545.67	2	6.02	2f	O=C(O)Cc1ccc(-n2nc(C3CCCC3)cc2NC(=O)Nc2nc(CCOCc3ccccc3)cs2)cc1	IC50	'='	2170	nM	5.66			UO_0000065	10.38	0.2	-0.36	4.78	0	CHEMBL3265735	Inhibition of wild type DDR2 (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				2.17
CHEMBL420047		None	398.51	1	6.28	1g	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)cc1	IC50	'>='	100000	nM				UO_0000065					0	CHEMBL3265736	Inhibition of DDR2 T654M mutant (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	T654M	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				100
CHEMBL1940505		None	545.67	2	6.02	2f	O=C(O)Cc1ccc(-n2nc(C3CCCC3)cc2NC(=O)Nc2nc(CCOCc3ccccc3)cs2)cc1	IC50	'='	1840	nM	5.74			UO_0000065	10.51	0.2	-0.28	4.85	0	CHEMBL3265736	Inhibition of DDR2 T654M mutant (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	T654M	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1.84
CHEMBL3261120		None	338.48	0	4.86	6	CSc1ccc(-c2nc3cnccn3c2NC2CCCCC2)cc1	Inhibition			%			Not Active	UO_0000187					0	CHEMBL3265738	Inhibition of DDR2 T654M mutant (unknown origin) preincubated at 100 uM for 30 mins before substrate addition by FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	T654M	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				
CHEMBL573578		None	331.42	0	3.91	NM_PP1	CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21	Residual Activity	'='	29	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				29
CHEMBL101683		None	337.81	0	4.6	VEGF_Receptor_Tyrosine_Kinase_Inhibitor_II	O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1	Residual Activity	'='	36	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				36
